nome,descricao,categoria,subcategoria,marca,preco,estoque,sku,aplicacao
Tinta Acrilica Coral Areia 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Areia, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,254.79,126,ACR-COR-ARE-18L-108,Paredes Internas e Externas
Tinta Acrilica Coral Cinza Claro 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Cinza Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,19.23,79,ACR-COR-CIN-900ml-109,Paredes Internas e Externas
Tinta Acrilica Coral Branco 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Branco, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,17.32,66,ACR-COR-BRA-900ml-110,Paredes Internas e Externas
Tinta Acrilica Coral Verde Menta 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Menta, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,21.03,116,ACR-COR-VER-900ml-111,Paredes Internas e Externas
Tinta Acrilica Renner Cinza Claro 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Cinza Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Renner,370.5,103,ACR-REN-CIN-18L-112,Paredes Internas e Externas
Tinta Acrilica Lukscolor Verde Claro 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,73.49,44,ACR-LUK-VER-36L-113,Paredes Internas e Externas
Tinta Acrilica Coral Amarelo 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Amarelo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,279.91,67,ACR-COR-AMA-18L-114,Paredes Internas e Externas
Tinta Acrilica Suvinil Branco Neve 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Branco Neve, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,17.15,50,ACR-SUV-BRA-900ml-115,Paredes Internas e Externas
Tinta Acrilica Eucatex Chocolate 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Chocolate, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,18.85,67,ACR-EUC-CHO-900ml-116,Paredes Internas e Externas
Tinta Acrilica Dacar Verde Agua 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Agua, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,74.82,76,ACR-DAC-VER-36L-117,Paredes Internas e Externas
Tinta Acrilica Coral Amarelo 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Amarelo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,12.42,84,ACR-COR-AMA-900ml-118,Paredes Internas e Externas
Tinta Acrilica Renner Borgonha 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Borgonha, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Renner,83.58,45,ACR-REN-BOR-36L-119,Paredes Internas e Externas
Tinta Acrilica Lukscolor Azul Claro 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Azul Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,78.45,96,ACR-LUK-AZU-36L-120,Paredes Internas e Externas
Tinta Acrilica Coral Chocolate 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Chocolate, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,45.26,145,ACR-COR-CHO-36L-121,Paredes Internas e Externas
Tinta Acrilica Coral Salmao 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Salmao, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,11.3,73,ACR-COR-SAL-900ml-122,Paredes Internas e Externas
Tinta Acrilica Sherwin-Williams Off-White 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Off-White, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Sherwin-Williams,297.56,67,ACR-SHE-OFF-18L-123,Paredes Internas e Externas
Tinta Acrilica Sherwin-Williams Amarelo Canario 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Amarelo Canario, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Sherwin-Williams,13.73,130,ACR-SHE-AMA-900ml-124,Paredes Internas e Externas
Tinta Acrilica Dacar Verde Menta 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Menta, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,218.4,46,ACR-DAC-VER-18L-125,Paredes Internas e Externas
Tinta Acrilica Eucatex Areia 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Areia, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,348.61,143,ACR-EUC-ARE-18L-126,Paredes Internas e Externas
Tinta Acrilica Lukscolor Marfim 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Marfim, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,320.7,146,ACR-LUK-MAR-18L-127,Paredes Internas e Externas
Tinta Acrilica Coral Verde Claro 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,73.51,68,ACR-COR-VER-36L-128,Paredes Internas e Externas
Tinta Acrilica Lukscolor Verde Agua 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Agua, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,360.53,133,ACR-LUK-VER-18L-129,Paredes Internas e Externas
Tinta Acrilica Eucatex Verde Folha 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Folha, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,13.13,110,ACR-EUC-VER-900ml-130,Paredes Internas e Externas
Tinta Acrilica Anjo Cinza Escuro 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Cinza Escuro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,11.83,31,ACR-ANJ-CIN-900ml-131,Paredes Internas e Externas
Tinta Acrilica Suvinil Borgonha 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Borgonha, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,62.57,54,ACR-SUV-BOR-36L-132,Paredes Internas e Externas
Tinta Acrilica Suvinil Salmao 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Salmao, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,362.78,56,ACR-SUV-SAL-18L-133,Paredes Internas e Externas
Tinta Acrilica Anjo Rosa Claro 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Rosa Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,239.99,60,ACR-ANJ-ROS-18L-134,Paredes Internas e Externas
Tinta Acrilica Eucatex Laranja 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Laranja, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,283.17,23,ACR-EUC-LAR-18L-135,Paredes Internas e Externas
Tinta Acrilica Dacar Tabaco 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Tabaco, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,75.51,51,ACR-DAC-TAB-36L-136,Paredes Internas e Externas
Tinta Acrilica Suvinil Off-White 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Off-White, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,289.54,95,ACR-SUV-OFF-18L-137,Paredes Internas e Externas
Tinta Acrilica Coral Grafite 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Grafite, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,59.41,121,ACR-COR-GRA-36L-138,Paredes Internas e Externas
Tinta Acrilica Dacar Branco Neve 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Branco Neve, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,70.37,127,ACR-DAC-BRA-36L-139,Paredes Internas e Externas
Tinta Acrilica Coral Vermelho 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Vermelho, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,58.24,80,ACR-COR-VER-36L-140,Paredes Internas e Externas
Tinta Acrilica Coral Lavanda 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Lavanda, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,19.57,27,ACR-COR-LAV-900ml-141,Paredes Internas e Externas
Tinta Acrilica Sherwin-Williams Salmao 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Salmao, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Sherwin-Williams,53.84,109,ACR-SHE-SAL-36L-142,Paredes Internas e Externas
Tinta Acrilica Eucatex Lilas 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Lilas, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,368.25,52,ACR-EUC-LIL-18L-143,Paredes Internas e Externas
Tinta Acrilica Dacar Vermelho 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Vermelho, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,80.12,52,ACR-DAC-VER-36L-144,Paredes Internas e Externas
Tinta Acrilica Eucatex Marfim 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Marfim, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,346.43,56,ACR-EUC-MAR-18L-145,Paredes Internas e Externas
Tinta Acrilica Sherwin-Williams Rosa Claro 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Rosa Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Sherwin-Williams,330.72,54,ACR-SHE-ROS-18L-146,Paredes Internas e Externas
Tinta Acrilica Anjo Rosa Antigo 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Rosa Antigo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,17.96,63,ACR-ANJ-ROS-900ml-147,Paredes Internas e Externas
Tinta Acrilica Lukscolor Amarelo 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Amarelo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,13.94,78,ACR-LUK-AMA-900ml-148,Paredes Internas e Externas
Tinta Acrilica Coral Azul Claro 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Azul Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,15.69,50,ACR-COR-AZU-900ml-149,Paredes Internas e Externas
Tinta Acrilica Sherwin-Williams Vinho 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Vinho, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Sherwin-Williams,47.78,125,ACR-SHE-VIN-36L-150,Paredes Internas e Externas
Tinta Acrilica Renner Bege 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Bege, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Renner,15.46,78,ACR-REN-BEG-900ml-151,Paredes Internas e Externas
Tinta Acrilica Suvinil Azul Marinho 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Azul Marinho, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,17.75,68,ACR-SUV-AZU-900ml-152,Paredes Internas e Externas
Tinta Acrilica Suvinil Amarelo Canario 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Amarelo Canario, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,20.44,21,ACR-SUV-AMA-900ml-153,Paredes Internas e Externas
Tinta Acrilica Eucatex Cinza Escuro 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Cinza Escuro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,304.07,53,ACR-EUC-CIN-18L-154,Paredes Internas e Externas
Tinta Acrilica Lukscolor Branco Neve 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Branco Neve, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,368.61,79,ACR-LUK-BRA-18L-155,Paredes Internas e Externas
Tinta Acrilica Suvinil Vermelho 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Vermelho, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,248.97,23,ACR-SUV-VER-18L-156,Paredes Internas e Externas
Tinta Acrilica Dacar Coral 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Coral, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,18.91,111,ACR-DAC-COR-900ml-157,Paredes Internas e Externas
Tinta Acrilica Dacar Marfim 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Marfim, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,84.2,32,ACR-DAC-MAR-36L-158,Paredes Internas e Externas
Tinta Acrilica Coral Lilas 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Lilas, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,64.88,53,ACR-COR-LIL-36L-159,Paredes Internas e Externas
Tinta Acrilica Sherwin-Williams Verde Claro 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Sherwin-Williams,300.94,129,ACR-SHE-VER-18L-160,Paredes Internas e Externas
Tinta Acrilica Eucatex Lavanda 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Lavanda, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,263.98,48,ACR-EUC-LAV-18L-161,Paredes Internas e Externas
Tinta Acrilica Coral Azul Royal 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Azul Royal, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,309.82,55,ACR-COR-AZU-18L-162,Paredes Internas e Externas
Tinta Acrilica Anjo Marfim 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Marfim, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,11.63,50,ACR-ANJ-MAR-900ml-163,Paredes Internas e Externas
Tinta Acrilica Renner Verde Claro 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Renner,16.99,22,ACR-REN-VER-900ml-164,Paredes Internas e Externas
Tinta Acrilica Renner Bege 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Bege, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Renner,65.73,125,ACR-REN-BEG-36L-165,Paredes Internas e Externas
Tinta Acrilica Anjo Azul Claro 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Azul Claro, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,66.18,114,ACR-ANJ-AZU-36L-166,Paredes Internas e Externas
Tinta Acrilica Eucatex Rosa Antigo 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Rosa Antigo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,66.58,141,ACR-EUC-ROS-36L-167,Paredes Internas e Externas
Tinta Acrilica Dacar Laranja 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Laranja, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,303.74,41,ACR-DAC-LAR-18L-168,Paredes Internas e Externas
Tinta Acrilica Eucatex Grafite 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Grafite, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Eucatex,54.09,138,ACR-EUC-GRA-36L-169,Paredes Internas e Externas
Tinta Acrilica Lukscolor Lilas 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Lilas, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,15.23,71,ACR-LUK-LIL-900ml-170,Paredes Internas e Externas
Tinta Acrilica Lukscolor Bege 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Bege, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,81.75,38,ACR-LUK-BEG-36L-171,Paredes Internas e Externas
Tinta Acrilica Dacar Verde Agua 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Agua, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,20.72,102,ACR-DAC-VER-900ml-172,Paredes Internas e Externas
Tinta Acrilica Renner Salmao 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Salmao, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Renner,352.77,89,ACR-REN-SAL-18L-173,Paredes Internas e Externas
Tinta Acrilica Lukscolor Roxo 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Roxo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,344.34,145,ACR-LUK-ROX-18L-174,Paredes Internas e Externas
Tinta Acrilica Dacar Verde Agua 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Verde Agua, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,79.4,60,ACR-DAC-VER-36L-175,Paredes Internas e Externas
Tinta Acrilica Anjo Off-White 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Off-White, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,72.66,131,ACR-ANJ-OFF-36L-176,Paredes Internas e Externas
Tinta Acrilica Lukscolor Branco Gelo 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Branco Gelo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,322.85,41,ACR-LUK-BRA-18L-177,Paredes Internas e Externas
Tinta Acrilica Coral Bege 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Bege, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,78.66,122,ACR-COR-BEG-36L-178,Paredes Internas e Externas
Tinta Acrilica Lukscolor Roxo 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Roxo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Lukscolor,331.23,112,ACR-LUK-ROX-18L-179,Paredes Internas e Externas
Tinta Acrilica Renner Lavanda 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Lavanda, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Renner,18.95,142,ACR-REN-LAV-900ml-180,Paredes Internas e Externas
Tinta Acrilica Anjo Cinza Medio 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Cinza Medio, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,57.34,32,ACR-ANJ-CIN-36L-181,Paredes Internas e Externas
Tinta Acrilica Suvinil Preto 18L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Preto, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,280.88,57,ACR-SUV-PRE-18L-182,Paredes Internas e Externas
Tinta Acrilica Anjo Lavanda 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Lavanda, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,19.33,91,ACR-ANJ-LAV-900ml-183,Paredes Internas e Externas
Tinta Acrilica Dacar Azul Royal 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Azul Royal, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Dacar,62.2,76,ACR-DAC-AZU-36L-184,Paredes Internas e Externas
Tinta Acrilica Coral Rosa Antigo 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Rosa Antigo, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,14.96,81,ACR-COR-ROS-900ml-185,Paredes Internas e Externas
Tinta Acrilica Anjo Azul Marinho 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Azul Marinho, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Anjo,58.01,140,ACR-ANJ-AZU-36L-186,Paredes Internas e Externas
Tinta Acrilica Suvinil Palha 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Palha, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Suvinil,61.99,134,ACR-SUV-PAL-36L-187,Paredes Internas e Externas
Tinta Acrilica Coral Bege 3.6L,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Bege, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Coral,58.65,119,ACR-COR-BEG-36L-188,Paredes Internas e Externas
Tinta Acrilica Sherwin-Williams Off-White 900ml,"Tinta acrilica de alta qualidade para paredes internas e externas. Cor Off-White, acabamento fosco. Rendimento alto.",Tintas,Acrilica,Sherwin-Williams,20.24,74,ACR-SHE-OFF-900ml-189,Paredes Internas e Externas
